conference,year_target,year_dblp,title,venue,authors,doi,ee_url,dblp_key,categories,is_pretrain,is_self_supervised,is_segmentation,is_detection,is_classification,is_generation,is_reconstruction,is_registration,is_tracking,is_pose,is_video,is_three_d,is_multimodal,is_fewshot,is_semi_supervised,is_domain_adaptation,is_robustness,is_graph,is_rl,is_transformer,is_medical,is_autonomous_driving,is_nlp,is_other
MICCAI,2021,2021,LIFE: A Generalizable Autodidactic Pipeline for 3D OCT-A Vessel Segmentation.,MICCAI,Dewei Hu; Can Cui 0006; Hao Li 0108; Kathleen E. Larson; Yuankai K. Tao; Ipek Oguz,10.1007/978-3-030-87193-2_49,https://doi.org/10.1007/978-3-030-87193-2_49,conf/miccai/HuCLLTO21,segmentation;three_d,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Flip Learning: Erase to Segment.,MICCAI,Yuhao Huang 0001; Xin Yang 0009; Yuxin Zou; Chaoyu Chen; Jian Wang 0099; Haoran Dou; Nishant Ravikumar; Alejandro F. Frangi; Jianqiao Zhou; Dong Ni 0001,10.1007/978-3-030-87193-2_47,https://doi.org/10.1007/978-3-030-87193-2_47,conf/miccai/HuangYZCWDRFZN21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MICCAI,2021,2021,Progressively Normalized Self-Attention Network for Video Polyp Segmentation.,MICCAI,Ge-Peng Ji; Yu-Cheng Chou; Deng-Ping Fan; Geng Chen 0001; Huazhu Fu; Debesh Jha; Ling Shao 0001,10.1007/978-3-030-87193-2_14,https://doi.org/10.1007/978-3-030-87193-2_14,conf/miccai/JiCFCFJS21,segmentation;video;transformer,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MICCAI,2021,2021,Multi-compound Transformer for Accurate Biomedical Image Segmentation.,MICCAI,Yuanfeng Ji; Ruimao Zhang; Huijie Wang; Zhen Li 0026; Lingyun Wu; Shaoting Zhang 0001; Ping Luo 0002,10.1007/978-3-030-87193-2_31,https://doi.org/10.1007/978-3-030-87193-2_31,conf/miccai/JiZWLWZL21,segmentation;transformer;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MICCAI,2021,2021,Convolution-Free Medical Image Segmentation Using Transformers.,MICCAI,Davood Karimi; Serge Vasylechko; Ali Gholipour,10.1007/978-3-030-87193-2_8,https://doi.org/10.1007/978-3-030-87193-2_8,conf/miccai/KarimiVG21,segmentation;transformer;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MICCAI,2021,2021,Projective Skip-Connections for Segmentation Along a Subset of Dimensions in Retinal OCT.,MICCAI,Dmitrii A. Lachinov; Philipp Seeböck; Julia Mai; Felix Goldbach; Ursula Schmidt-Erfurth; Hrvoje Bogunovic,10.1007/978-3-030-87193-2_41,https://doi.org/10.1007/978-3-030-87193-2_41,conf/miccai/LachinovSMGSB21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Superpixel-Guided Iterative Learning from Noisy Labels for Medical Image Segmentation.,MICCAI,Shuailin Li; Zhitong Gao; Xuming He 0001,10.1007/978-3-030-87193-2_50,https://doi.org/10.1007/978-3-030-87193-2_50,conf/miccai/LiGH21,segmentation;semi_supervised;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Learning Consistency- and Discrepancy-Context for 2D Organ Segmentation.,MICCAI,Lei Li 0048; Sheng Lian; Zhiming Luo; Shaozi Li; Beizhan Wang; Shuo Li 0001,10.1007/978-3-030-87193-2_25,https://doi.org/10.1007/978-3-030-87193-2_25,conf/miccai/LiLLLWL21,segmentation;generation,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale.,MICCAI,Zudi Lin; Donglai Wei 0001; Mariela D. Petkova; Yuelong Wu; Zergham Ahmed; Krishna Swaroop K; Silin Zou; Nils Wendt; Jonathan Boulanger-Weill; Xueying Wang 0002; Nagaraju Dhanyasi; Ignacio Arganda-Carreras; Florian Engert; Jeff Lichtman; Hanspeter Pfister,10.1007/978-3-030-87193-2_16,https://doi.org/10.1007/978-3-030-87193-2_16,conf/miccai/LinWPWAKZWBWDAE21,segmentation;three_d,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Style Curriculum Learning for Robust Medical Image Segmentation.,MICCAI,Zhendong Liu; Manh The Van; Xin Yang 0009; Xiaoqiong Huang; Karim Lekadir; Víctor M. Campello; Nishant Ravikumar; Alejandro F. Frangi; Dong Ni 0001,10.1007/978-3-030-87193-2_43,https://doi.org/10.1007/978-3-030-87193-2_43,conf/miccai/LiuVYHLCRFN21,segmentation;robustness;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
MICCAI,2021,2021,Improved Brain Lesion Segmentation with Anatomical Priors from Healthy Subjects.,MICCAI,Chenghao Liu; Xiangzhu Zeng; Kongming Liang; Yizhou Yu; Chuyang Ye,10.1007/978-3-030-87193-2_18,https://doi.org/10.1007/978-3-030-87193-2_18,conf/miccai/LiuZLYY21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Coarse-To-Fine Segmentation of Organs at Risk in Nasopharyngeal Carcinoma Radiotherapy.,MICCAI,Qiankun Ma; Chen Zu; Xi Wu 0004; Jiliu Zhou; Yan Wang 0015,10.1007/978-3-030-87193-2_34,https://doi.org/10.1007/978-3-030-87193-2_34,conf/miccai/MaZWZW21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,A Line to Align: Deep Dynamic Time Warping for Retinal OCT Segmentation.,MICCAI,Heiko Maier; Shahrooz Faghihroohi; Nassir Navab,10.1007/978-3-030-87193-2_67,https://doi.org/10.1007/978-3-030-87193-2_67,conf/miccai/MaierFN21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,3D-UCaps: 3D Capsules Unet for Volumetric Image Segmentation.,MICCAI,Tan Nguyen; Binh-Son Hua; Ngan Le,10.1007/978-3-030-87193-2_52,https://doi.org/10.1007/978-3-030-87193-2_52,conf/miccai/NguyenHL21,segmentation;three_d,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,CCBANet: Cascading Context and Balancing Attention for Polyp Segmentation.,MICCAI,Tan-Cong Nguyen; Tien-Phat Nguyen; Gia-Han Diep; Anh-Huy Tran-Dinh; Tam V. Nguyen 0002; Minh-Triet Tran,10.1007/978-3-030-87193-2_60,https://doi.org/10.1007/978-3-030-87193-2_60,conf/miccai/NguyenNDTNT21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,LambdaUNet: 2.5D Stroke Lesion Segmentation of Diffusion-Weighted MR Images.,MICCAI,Yanglan Ou; Ye Yuan; Xiaolei Huang 0001; Kelvin K. Wong; John Volpi; James Z. Wang 0001; Stephen T. C. Wong,10.1007/978-3-030-87193-2_69,https://doi.org/10.1007/978-3-030-87193-2_69,conf/miccai/OuYHWVWW21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,On the Relationship Between Calibrated Predictors and Unbiased Volume Estimation.,MICCAI,Teodora Popordanoska; Jeroen Bertels; Dirk Vandermeulen; Frederik Maes; Matthew B. Blaschko,10.1007/978-3-030-87193-2_64,https://doi.org/10.1007/978-3-030-87193-2_64,conf/miccai/PopordanoskaBVM21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MICCAI,2021,2021,A Hybrid Attention Ensemble Framework for Zonal Prostate Segmentation.,MICCAI,Mingyan Qiu; Chenxi Zhang; Zhijian Song,10.1007/978-3-030-87193-2_51,https://doi.org/10.1007/978-3-030-87193-2_51,conf/miccai/QiuZS21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,TUN-Det: A Novel Network for Thyroid Ultrasound Nodule Detection.,MICCAI,Atefeh Shahroudnejad; Xuebin Qin; Sharanya Balachandran; Masood Dehghan; Dornoosh Zonoobi; Jacob L. Jaremko; Jeevesh Kapur; Martin Jägersand; Michelle Noga; Kumaradevan Punithakumar,10.1007/978-3-030-87193-2_62,https://doi.org/10.1007/978-3-030-87193-2_62,conf/miccai/ShahroudnejadQB21,detection;medical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,HRENet: A Hard Region Enhancement Network for Polyp Segmentation.,MICCAI,Yantao Shen 0002; Xiao Jia 0005; Max Q.-H. Meng,10.1007/978-3-030-87193-2_53,https://doi.org/10.1007/978-3-030-87193-2_53,conf/miccai/ShenJM21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Distilling Effective Supervision for Robust Medical Image Segmentation with Noisy Labels.,MICCAI,Jialin Shi; Ji Wu 0002,10.1007/978-3-030-87193-2_63,https://doi.org/10.1007/978-3-030-87193-2_63,conf/miccai/ShiW21,segmentation;semi_supervised;robustness;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
MICCAI,2021,2021,Selective Learning from External Data for CT Image Segmentation.,MICCAI,Youyi Song; Lequan Yu; Baiying Lei; Kup-Sze Choi; Jing Qin 0001,10.1007/978-3-030-87193-2_40,https://doi.org/10.1007/978-3-030-87193-2_40,conf/miccai/SongYLCQ21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,SGNet: Structure-Aware Graph-Based Network for Airway Semantic Segmentation.,MICCAI,Zimeng Tan; Jianjiang Feng; Jie Zhou 0001,10.1007/978-3-030-87193-2_15,https://doi.org/10.1007/978-3-030-87193-2_15,conf/miccai/TanFZ21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Pancreas CT Segmentation by Predictive Phenotyping.,MICCAI,Yucheng Tang; Riqiang Gao; Ho Hin Lee; Qi Yang 0004; Xin Yu 0010; Yuyin Zhou; Shunxing Bao; Yuankai Huo; Jeffrey M. Spraggins; Jack Virostko; Zhoubing Xu; Bennett A. Landman,10.1007/978-3-030-87193-2_3,https://doi.org/10.1007/978-3-030-87193-2_3,conf/miccai/TangGLYYZBHSVXL21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,ReSGAN: Intracranial Hemorrhage Segmentation with Residuals of Synthetic Brain CT Scans.,MICCAI,Miika Toikkanen; Doyoung Kwon; Minho Lee 0001,10.1007/978-3-030-87193-2_38,https://doi.org/10.1007/978-3-030-87193-2_38,conf/miccai/ToikkanenKL21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,High-Resolution Segmentation of Lumbar Vertebrae from Conventional Thick Slice MRI.,MICCAI,Federico Turella; Gustav Bredell; Alexander Okupnik; Sebastiano Caprara; Dimitri Graf; Reto Sutter; Ender Konukoglu,10.1007/978-3-030-87193-2_65,https://doi.org/10.1007/978-3-030-87193-2_65,conf/miccai/TurellaBOCGSK21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Medical Transformer: Gated Axial-Attention for Medical Image Segmentation.,MICCAI,Jeya Maria Jose Valanarasu; Poojan Oza; Ilker Hacihaliloglu; Vishal M. Patel,10.1007/978-3-030-87193-2_4,https://doi.org/10.1007/978-3-030-87193-2_4,conf/miccai/ValanarasuOHP21,segmentation;transformer;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MICCAI,2021,2021,TransBTS: Multimodal Brain Tumor Segmentation Using Transformer.,MICCAI,Wenxuan Wang 0002; Chen Chen 0001; Meng Ding 0001; Hong Yu; Sen Zha; Jiangyun Li,10.1007/978-3-030-87193-2_11,https://doi.org/10.1007/978-3-030-87193-2_11,conf/miccai/WangCDYZL21,segmentation;multimodal;transformer;medical,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
MICCAI,2021,2021,Patch-Free 3D Medical Image Segmentation Driven by Super-Resolution Technique and Self-Supervised Guidance.,MICCAI,Hongyi Wang 0002; Lanfen Lin; Hongjie Hu; Qingqing Chen 0001; Yinhao Li; Yutaro Iwamoto; Xian-Hua Han; Yen-Wei Chen 0001; Ruofeng Tong 0001,10.1007/978-3-030-87193-2_13,https://doi.org/10.1007/978-3-030-87193-2_13,conf/miccai/WangLHCLIHCT21,self_supervised;segmentation;reconstruction;three_d;medical,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Residual Feedback Network for Breast Lesion Segmentation in Ultrasound Image.,MICCAI,Ke Wang; Shujun Liang; Yu Zhang,10.1007/978-3-030-87193-2_45,https://doi.org/10.1007/978-3-030-87193-2_45,conf/miccai/WangLZ21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Context-Aware Virtual Adversarial Training for Anatomically-Plausible Segmentation.,MICCAI,Ping Wang 0016; Jizong Peng; Marco Pedersoli; Yuanfeng Zhou; Caiming Zhang 0001; Christian Desrosiers,10.1007/978-3-030-87193-2_29,https://doi.org/10.1007/978-3-030-87193-2_29,conf/miccai/WangPPZZD21,segmentation;robustness,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MICCAI,2021,2021,Boundary-Aware Transformers for Skin Lesion Segmentation.,MICCAI,Jiacheng Wang 0002; Lan Wei; Liansheng Wang; Qichao Zhou; Lei Zhu 0003; Jing Qin 0001,10.1007/978-3-030-87193-2_20,https://doi.org/10.1007/978-3-030-87193-2_20,conf/miccai/WangWWZZQ21,segmentation;transformer;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MICCAI,2021,2021,BiX-NAS: Searching Efficient Bi-directional Architecture for Medical Image Segmentation.,MICCAI,Xinyi Wang; Tiange Xiang; Chaoyi Zhang; Yang Song 0001; Dongnan Liu; Heng Huang; Weidong Cai 0001,10.1007/978-3-030-87193-2_22,https://doi.org/10.1007/978-3-030-87193-2_22,conf/miccai/WangXZSLHC21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Shallow Attention Network for Polyp Segmentation.,MICCAI,Jun Wei 0006; Yiwen Hu 0001; Ruimao Zhang; Zhen Li 0026; S. Kevin Zhou; Shuguang Cui,10.1007/978-3-030-87193-2_66,https://doi.org/10.1007/978-3-030-87193-2_66,conf/miccai/WeiHZLZC21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions.,MICCAI,Donglai Wei 0001; Kisuk Lee; Hanyu Li; Ran Lu; J. Alexander Bae; Zequan Liu; Lifu Zhang; Márcia dos Santos; Zudi Lin; Thomas D. Uram; Xueying Wang 0002; Ignacio Arganda-Carreras; Brian Matejek; Narayanan Kasthuri; Jeff Lichtman; Hanspeter Pfister,10.1007/978-3-030-87193-2_17,https://doi.org/10.1007/978-3-030-87193-2_17,conf/miccai/WeiLLLBLZSLUWAM21,segmentation;three_d,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Consistent Segmentation of Longitudinal Brain MR Images with Spatio-Temporal Constrained Networks.,MICCAI,Jie Wei; Feng Shi 0001; Zhiming Cui; Yongsheng Pan; Yong Xia 0001; Dinggang Shen,10.1007/978-3-030-87193-2_9,https://doi.org/10.1007/978-3-030-87193-2_9,conf/miccai/WeiSCPXS21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,Interactive Segmentation via Deep Learning and B-Spline Explicit Active Surfaces.,MICCAI,Helena Williams; João Pedrosa; Laura Cattani; Susanne Housmans; Tom Vercauteren; Jan Deprest; Jan D&apos;hooge,10.1007/978-3-030-87193-2_30,https://doi.org/10.1007/978-3-030-87193-2_30,conf/miccai/WilliamsPCHVDD21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,TEDS-Net: Enforcing Diffeomorphisms in Spatial Transformers to Guarantee Topology Preservation in Segmentations.,MICCAI,Madeleine K. Wyburd; Nicola K. Dinsdale; Ana I. L. Namburete; Mark Jenkinson,10.1007/978-3-030-87193-2_24,https://doi.org/10.1007/978-3-030-87193-2_24,conf/miccai/WyburdDNJ21,segmentation;transformer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MICCAI,2021,2021,Noisy Labels are Treasure: Mean-Teacher-Assisted Confident Learning for Hepatic Vessel Segmentation.,MICCAI,Zhe Xu 0012; Donghuan Lu; Yixin Wang 0003; Jie Luo 0003; Jagadeesan Jayender; Kai Ma 0002; Yefeng Zheng 0001; Xiu Li 0001,10.1007/978-3-030-87193-2_1,https://doi.org/10.1007/978-3-030-87193-2_1,conf/miccai/XuLWLJMZL21,segmentation;semi_supervised,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,DC-Net: Dual Context Network for 2D Medical Image Segmentation.,MICCAI,Rongtao Xu; Changwei Wang 0001; Shibiao Xu; Weiliang Meng; Xiaopeng Zhang 0001,10.1007/978-3-030-87193-2_48,https://doi.org/10.1007/978-3-030-87193-2_48,conf/miccai/XuWXMZ21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Partially-Supervised Learning for Vessel Segmentation in Ocular Images.,MICCAI,Yanyu Xu; Xinxing Xu; Lei Jin; Shenghua Gao; Rick Siow Mong Goh; Daniel Shu Wei Ting; Yong Liu 0026,10.1007/978-3-030-87193-2_26,https://doi.org/10.1007/978-3-030-87193-2_26,conf/miccai/XuXJGGTL21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,RibSeg Dataset and Strong Point Cloud Baselines for Rib Segmentation from CT Scans.,MICCAI,Jiancheng Yang; Shixuan Gu; Donglai Wei 0001; Hanspeter Pfister; Bingbing Ni,10.1007/978-3-030-87193-2_58,https://doi.org/10.1007/978-3-030-87193-2_58,conf/miccai/YangGWPN21,segmentation;three_d;medical,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,A Topological-Attention ConvLSTM Network and Its Application to EM Images.,MICCAI,Jiaqi Yang 0007; Xiaoling Hu 0002; Chao Chen 0012; Chialing Tsai,10.1007/978-3-030-87193-2_21,https://doi.org/10.1007/978-3-030-87193-2_21,conf/miccai/YangHCT21,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MICCAI,2021,2021,TumorCP: A Simple but Effective Object-Level Data Augmentation for Tumor Segmentation.,MICCAI,Jiawei Yang 0002; Yao Zhang 0010; Yuan Liang 0001; Yang Zhang 0002; Lei He 0001; Zhiqiang He 0002,10.1007/978-3-030-87193-2_55,https://doi.org/10.1007/978-3-030-87193-2_55,conf/miccai/YangZLZHH21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,MouseGAN: GAN-Based Multiple MRI Modalities Synthesis and Segmentation for Mouse Brain Structures.,MICCAI,Ziqi Yu; Yuting Zhai; Xiaoyang Han; Tingying Peng; Xiao-Yong Zhang,10.1007/978-3-030-87193-2_42,https://doi.org/10.1007/978-3-030-87193-2_42,conf/miccai/YuZHPZ21,segmentation;generation;medical,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MICCAI,2021,2021,Comprehensive Importance-Based Selective Regularization for Continual Segmentation Across Multiple Sites.,MICCAI,Jingyang Zhang; Ran Gu; Guotai Wang; Lixu Gu,10.1007/978-3-030-87193-2_37,https://doi.org/10.1007/978-3-030-87193-2_37,conf/miccai/ZhangGWG21,segmentation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICCAI,2021,2021,A Multi-branch Hybrid Transformer Network for Corneal Endothelial Cell Segmentation.,MICCAI,Yinglin Zhang; Risa Higashita; Huazhu Fu; Yanwu Xu 0001; Yang Zhang; Haofeng Liu; Jian Zhang 0002; Jiang Liu 0001,10.1007/978-3-030-87193-2_10,https://doi.org/10.1007/978-3-030-87193-2_10,conf/miccai/ZhangHFXZLZL21,segmentation;transformer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MICCAI,2021,2021,TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation.,MICCAI,Yundong Zhang 0001; Huiye Liu; Qiang Hu,10.1007/978-3-030-87193-2_2,https://doi.org/10.1007/978-3-030-87193-2_2,conf/miccai/ZhangLH21,segmentation;transformer;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MICCAI,2021,2021,CarveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation.,MICCAI,Xinru Zhang; Chenghao Liu; Ni Ou; Xiangzhu Zeng; Xiaoliang Xiong; Yizhou Yu; Zhiwen Liu; Chuyang Ye,10.1007/978-3-030-87193-2_19,https://doi.org/10.1007/978-3-030-87193-2_19,conf/miccai/ZhangLOZXYLY21,segmentation;medical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
